name,smiles,logS,mw_ref
Androstenedione,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69,286.415
1-Hexene,CCCCC=C,-3.23,84.16199999999999
Xipamide,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,354.8150000000001
Ethylcyclohexane,CCC1CCCCC1,-4.25,112.21600000000001
2-Nonanone,CCCCCCCC(=O)C,-2.58,142.242
Mebendazole,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,295.298
Chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,213.66400000000002
RTI 12,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114,288.73800000000006
Carbaryl,CNC(=O)Oc1cccc2ccccc12,-3.2239999999999998,201.225
Ethyne,C#C,0.29,26.037999999999997
"3,5-Dimethylpyridine",Cc1cncc(C)c1,0.38,107.15599999999998
"1,4-Cyclohexadiene",C1C=CCC=C1,-2.06,80.12999999999998
Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.5180000000000002,329.3800000000001
1-Phenylethanol,CC(O)c1ccccc1,-0.92,122.16699999999996
"1,2-Dichloropropane",CC(Cl)CCl,-1.6,112.98700000000001
2-Ethyl-2-hexanal,CCCC=C(CC)C=O,-2.46,126.19899999999998
Disulfoton,CCOP(=S)(OCC)SCCSCC,-4.23,274.413
methyltestosterone acetate,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284,344.4950000000001
"2,4,6-PCB",Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.14,257.547
difluron,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,310.687
Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46,289.54499999999996
diisooctyl phthalate,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005,390.5640000000002
Corticosterone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,346.46700000000016
"1,3,5-Trimethylbenzene",Cc1cc(C)cc(C)c1,-3.4,120.19499999999998
dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,390.56400000000036
1-Pentadecanol,CCCCCCCCCCCCCCCO,-6.35,228.41999999999993
"2,2',6,6'-PCB",Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39,291.99199999999996
"5,5-Dimethylbarbituric acid",O=C1NC(=O)NC(=O)C1(C)C,-1.742,156.141
2-Iodopropane,CC(C)I,-2.09,169.993
"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,-3.1,168.10799999999995
3-Methyl-2-butanone,CC(C)C(=O)C,-0.12,86.13399999999999
Hexadecane,CCCCCCCCCCCCCCCC,-8.4,226.44799999999992
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,-1.74,154.253
Tricyclazole,Cc2cccc3sc1nncn1c23,-2.07,189.24300000000002
2-Octanone,CCCCCCC(=O)C,-2.05,128.21499999999997
Methyl nonanoate,CCCCCCCCC(=O)OC,-3.38,172.268
"1,4-Difluorobenzene",Fc1ccc(F)cc1,-1.97,114.094
Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,258.233
Trifluralin,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,335.28200000000004
Ethanol,CCO,1.1,46.069
Cyclopentyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,182.179
Carbetamide,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,236.271
phenothrin,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24,350.4580000000001
Cycluron,CN(C)C(=O)NC1CCCCCCC1,-2.218,198.30999999999992
Mirex,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,545.5460000000002
1-Bromooctane,CCCCCCCCBr,-5.06,193.128
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883,290.323
aminopyrine,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,-0.364,231.299
3-Pentanol,CCC(O)CC,-0.24,88.15
p-Nitrotoluene,Cc1ccc(cc1)N(=O)=O,-2.49,137.138
4-Methylpentanol,CC(C)CCCO,-1.14,102.17699999999999
Norethisterone,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,314.42500000000007
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,-4.93,428.12000000000006
Pyrazon,Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,221.647
2-Methylbutan-2-ol,CCC(C)(C)O,0.15,88.14999999999998
p-Cresol,Cc1ccc(O)cc1,-0.73,108.13999999999999
Ethyl formate,CCOC=O,0.15,74.07900000000001
"N,N-Dimethylaniline",CN(C)c1ccccc1,-1.92,121.18299999999995
Decalin,C1CCC2CCCCC2C1,-5.19,138.254
Butanethiol,CCCCS,-2.18,90.19099999999999
Benzo(e)pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,252.31599999999997
Tetrachloroethylene,ClC(=C(Cl)Cl)Cl,-2.54,165.834
3-Pentanone,CCC(=O)CC,-0.28,86.134
Acrylonitrile,C=CC#N,0.15,53.06399999999999
Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.6129999999999995,410.4570000000002
2-Hexanone,CCCCC(=O)C,-0.8,100.16099999999999
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,225.296
3-Methylheptane,CCCCC(C)CC,-5.16,114.23199999999999
"1,2-Dibromoethane",BrCCBr,-1.68,187.862
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,-2.863,193.24599999999998
Niridazole,O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,214.20600000000002
Benzo(a)fluorene,C1c2ccccc2c3ccc4ccccc4c13,-6.68,216.283
2-Chloroanisole,COc1ccccc1Cl,-2.46,142.58499999999998
Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,366.0
Quinonamid,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03,332.57000000000005
"P,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,320.04600000000005
Methyl acrylate,COC(=O)C=C,-0.22,86.09
Chloroxuron,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,290.75
Azobenzene,N(=Nc1ccccc1)c2ccccc2,-4.45,182.226
4-Isopropyltoluene,CC(C)c1ccc(C)cc1,-3.77,134.22199999999998
"2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl,-1.79,163.003
Sucrose,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,0.79,342.297
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,0.35,180.156
Dyphylline,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17,254.24599999999995
Chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.1109999999999998,323.13200000000006
3-Ethyl-3-pentanol,CCC(O)(CC)CC,-0.85,116.204
Epitostanol,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,306.51500000000004
"1,2-Dibromobenzene",Brc1ccccc1Br,-3.5,235.90599999999998
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,-2.34,197.44799999999998
oryzalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,346.3650000000001
RTI 20,C2c1ccccc1N(CCF)C(=O)c3ccccc23,-4.7989999999999995,255.29199999999997
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,-1.3,114.18799999999997
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,238.28699999999998
gentisin,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,262.261
Caffeine,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999,194.19399999999996
Spironolactone,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,416.58300000000025
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,-1.38,122.16699999999999
Diphenyl ether,O(c1ccccc1)c2ccccc2,-3.96,170.211
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.56,360.88200000000006
nicotinamide,NC(=O)c1cccnc1,0.61,122.12699999999997
Thiophenol,Sc1ccccc1,-2.12,110.18099999999997
XMC,CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,179.219
Chlordane,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,409.7819999999999
Dimethyldisulfide,CSSC,-1.44,94.20400000000001
Benzamide,NC(=O)c1ccccc1,-0.96,121.13899999999995
o-Chlorobromobenzene,Clc1ccccc1Br,-3.19,191.45499999999998
Monotropitoside,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,446.40500000000003
3-Heptanol,CCCCC(O)CC,-1.47,116.20399999999998
RTI 15,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,-4.553999999999999,268.32
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,-1.34,163.003
1-Methylphenanthrene,Cc1cccc2c1ccc3ccccc32,-5.85,192.261
2-Ethyl-1-hexanol,CCCCC(CC)CO,-2.11,130.231
Diallate,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005,270.225
Toluene,Cc1ccccc1,-2.21,92.14099999999999
Nitrapyrin,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,230.909
Cycloheptene,C1CCC=CCC1,-3.18,96.173
Thiram,CN(C)C(=S)SSC(=S)N(C)C,-3.9,240.44400000000002
Griseofulvin,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004,352.7700000000001
1-Decanol,CCCCCCCCCCO,-3.63,158.285
"3,3-Dimethylpentane",CCC(C)(C)CC,-4.23,100.20499999999998
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.1440000000000001,287.34299999999996
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,231.893
Butyraldehyde,CCCC=O,-0.01,72.107
dexamethasone acetate,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,-4.9,434.5040000000003
Butane,CCCC,-2.57,58.123999999999995
o-Methoxyphenol,COc1ccccc1O,-1.96,124.13899999999997
Fluoromethalone,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099,376.46800000000013
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,-2.6,202.29500000000002
Diethyl phthalate,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,222.23999999999995
2-Methylpropan-1-ol,CC(C)CO,0.1,74.12299999999999
Isobutylbenzene,CC(C)Cc1ccccc1,-4.12,134.22199999999998
Diiodomethane,ICI,-2.34,267.835
4-Heptanol,CCCC(O)CCC,-1.4,116.204
Pentyl acetate,CCCCCOC(=O)C,-1.89,130.18699999999998
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,231.893
Propylbenzene,CCCc1ccccc1,-3.37,120.19499999999995
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,-2.74,170.92000000000002
2-butenal,CC=CC=O,0.32,70.09100000000001
tetramethylurea,CN(C)C(=O)N(C)C,0.94,116.16399999999999
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,-4.59,134.22199999999998
norethindrone acetate,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,340.4630000000001
Ditalimfos,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,299.28800000000007
salicylanilide,c1ccccc1NC(=O)c2c(O)cccc2,-3.59,213.23600000000002
Sulfallate,CCN(CC)C(=S)SCC(Cl)=C,-3.39,223.79399999999998
Chloroethane,ClCC,-1.06,64.515
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,310.297
Piperine,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,285.343
cis-2-Pentene,CC/C=C\C,-2.54,70.135
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,218.32199999999997
Cyclooctyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.9819999999999998,224.25999999999996
butacarb,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,263.381
Eriodictyol,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,288.255
Benzophenone,O=C(c1ccccc1)c2ccccc2,-3.12,182.222
Eicosane,CCCCCCCCCCCCCCCCCCCC,-8.172,282.5559999999999
hydrazobenzene,N(Nc1ccccc1)c2ccccc2,-2.92,184.242
2-Ethyl-1-butanol,CCC(CC)CO,-1.17,102.17699999999999
4-hydroxypyridine,Oc1ccncc1,1.02,95.10099999999998
"cis 1,2-Dichloroethylene",Cl\C=C/Cl,-1.3,96.94400000000002
Methylcyclopentane,CC1CCCC1,-3.3,84.162
4-Methyl-2-pentanol,CC(C)CC(C)O,-0.8,102.17699999999998
RTI 11,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928,254.28900000000002
"2,2-Dimethylpropanol",CC(C)(C)CO,-0.4,88.14999999999999
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,293.754
Isocarboxazid,Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,231.25500000000002
Propylene,CC=C,-1.08,42.080999999999996
Dichlorophen,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.9530000000000003,269.127
Desmedipham,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.632,300.314
Anthraquinone,O=C1c2ccccc2C(=O)c3ccccc13,-5.19,208.21599999999998
2-Octanol,CCCCCCC(C)O,-2.09,130.231
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,267.306
Butylbenzene,CCCCc1ccccc1,-4.06,134.22199999999998
parabanic acid,O=C1NC(=O)C(=O)N1,-0.4,114.05999999999999
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,466.47900000000016
Chlorthalidone,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,338.7720000000001
Isobutyl acetate,CC(C)COC(=O)C,-1.21,116.15999999999998
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,-4.36,100.20499999999998
"2,3,3',4,4'6-PCB",Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-7.66,395.3270000000001
Phthalonitrile,N#Cc1ccccc1C#N,-2.38,128.13399999999996
m-Nitrotoluene,Cc1cccc(c1)N(=O)=O,-2.44,137.138
halothane,FC(F)(F)C(Cl)Br,-1.71,197.381
Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,219.266
Thiometon,CCSCCSP(=S)(OC)OC,-3.091,246.35899999999998
2-Methylbutane,CCC(C)C,-3.18,72.151
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,365.96400000000006
